,product_name,product_review,user_rating,similarity_score
160,Doppelganger,had a can thanks to shawn overall very good well crafted thought the tropical fruit tones were muted but complex and delicious very soft easy mouthfeel for a canned beer,4.44,0.704828895
161,Julius,the can that stepped into yesterday 30619 nose is slightly muted to me some orange pith and dank earthy hop flavor is straight orange gummy bears with a dank bitter finish mouthfeel is also very excellent chewy with the exact right amount of carbonation overall the flavor is mind blowing so smooth balanced orange gummys with bitter pith and excellent carbonation to carry the flavor through,4.71,0.704801327
162,Pliny The Elder,pours golden with chill haze floral nose theres strawberry and grapefruit it has remarkably clean flavors and none of the oniony character the bitterness is clean this is still a terrific and wellmade ipa flavor wise it is clean and wellengineered but doesnt stand up as strong versus other legacy ipas like heady,4.25,0.704753986
163,Society & Solitude #6,poured from a 12oz can into a snifter pours a lovely hazy gold with bright white foam strong lacing on this one smell is an exquisite mix of dank resin ripe fruitiness and a slight bit of pine such a complex aroma for a single hop beer taste is dank and fruity with nice bitterness overripe melon and resin so well balanced feel is smooth creamy and full this is an amazing dipa complex yet drinkable enjoyable the whole way through pure mosaic bomb,4.58,0.704718398
164,Oude Geuze Cuvée Armand & Gaston,bottle poured a cloudy golden orange fizzly head aroma was awesome really rustic and deep soily high intensity earthy funky tart flavor was excellent as well a very tasty gueuze that is clearly a standard deviation above most of the style in terms of flavor and aroma,4.5,0.704710837
165,Society & Solitude #6,12 oz can canned 52218 opened on 6118 ss6hazy lazy golden orange color fat all white foamy cover lots of lace on the misplaced liquid holds on stronga seriously strong earthy orange and pineapple aroma pops right out of the hops sweet and tangy fruitiness freshly cut grass and black pepper keep it goingthe flavor is deep hops man earthy tones tangy bitterness wet earth dry leaves tangy pineapple and citrus notes all over the place very light malt pilsner and crystal style bring forth a light crisp but slightly honey sweet balance to the multiple layers of complexity in these hopsit always amazes me how deep and fresh juicy but earthy the hops are from the finest new england breweries just killin it ipa stylethe feel starts out light and crisp with a fresh healthy bite then becomes a bit lush and smooth rounded edges which become a bite sharp from the dry earthy bite right at the end very impressivejust mosiac really brings a serious amount of rainbow colored fruity hop patters especially bold citrus and tropical pineapple,4.57,0.704546226
166,Galaxy Dry Hopped Fort Point Pale Ale,canned on 12817 opened on 12917 update review  canned on 7918orange tinted gold coloration muddy body opaque depth with a puffy white cloud of foam recedes slow a bit of scattered coverage is left over with nice lacethe nose is very powerful pungent citrus  wild honey pie starfruit and herbs with a fruity tropical blend and black pepper from the rather excellent galaxy hop strain tangerine pineapple and sweet red fruits all blend together harmoniouslythis is easily the most tropical and citrus fruity hop flavor from a pale ale ive ever had new england stylebut not an ipa just pale its like a pale ale blended with tropical punch and oj mix in some earthy herbs and husky wheat finished off with black pepper a nice citrus bite brings in a juicy feel thick body and a slightly dry earthy toned finish rather extreme in its hoppy complexity and off the charts juicy style the light wheat and golden style malt allows for maximum hop effect but still has some fine flavors as well  the clean feel and apa style flavor approach from such a thick looking body is pretty amazing its reasonable to say this is the most complex hoppy flavor from any straight pale ale i can think ofgalaxy is a very versatile hop one of my all time favorites although my specialty is the old world european strain galaxy seems to bring in huge fruitiness but with plenty of old earthy tones as well at 66  abv massive hoppiness this could easily be mistaken for an ipa the body is thick smooth but juicylli think of pale ales to have a cleaner malty body the hops totally dominates although tge malt is nicelfor an ipa regardless this is whats hot in the beer geek world right nowl new england styles dont get me wrong the hop complexity is mindblowing but the balance for a pale ale is questionableoverall high quality dense complexity in the hop easy to drink relentless hoppy flavor the malt is also very tasty and unique just a bit off kilter in balance for tge style but who reviews or rates a beer just on style guidlines these days anyway,4.38,0.704299313
167,Speedway Stout - Vietnamese Coffee,stout brewed with four different coffee styles extremely well balanced with coffee finish and extensive aftertaste color is pure and taste is fantastic had on tap at other half as well solid coffee taste and good stout,4.5,0.704229954
168,Art,l golden yellow pour with minimal head and visible lacings sweet citrus subtle oak and a strong vinous notest the beer starts off with a pop of stone fruit sugar sweetness followed by waves of wine barrel character and a touch of heat from the alcohol as it warms lemony tart citrus notes emerge and the wine flavor shines through enveloping the base beerf incredibly soft and delicate mouthfeel everything about this beer is clean and balanced the carbonation is spot on the finish is dryo perhaps one of the finest examples of what hill farmstead is capable of producing the finished product is unrivaled by anything i have had in craft beer,4.79,0.704207707
169,Headroom,poured from a 16oz can into a tulip glass 1 month old smell is a ton of brightgreen hop flavor and citrus with notes of orange pulp pineapple tropical fruit resin and oatstaste has even more hop flavor than expected with some nice spice coming through in the finish sweetness and bitterness are low to moderate mouthfeel is medium to full in body with a nice surge of carbonation on the finish crisp it is soft but nor as much as some others in the styleoverall this is maybe my favorite ipa from trillium it is a nice complement to their more balanced dipa heavy mettle headroom is just an explosion of hop flavor it has mellowed nicely over a month and actually is quite balanced for a hop bomb either way seek it out if you love hops,4.79,0.70411648
170,In Perpetuity,excellent ipa full of hop juiciness citra stand out enhanced with a very slight drynesstartness likely from the drier nelson subtle malt notes adding some biscuit and thread of caramel poured a beautiful merangue like head stiff with soft peaks with great lacing pale soft slightly hazy orange so remarkably smooth going down gentle and foamy on the tongue a rather unique interesting ipa with its many subtle integrated complexities in an otherwise big hop juicy brew would love try this one againand again outstanding,4.63,0.704114737
171,Ephraim,bright refereshing peppery orange citrus piney balanced bitterness nice lingering bitterness big boozy but so well balanced very drinkable for 10 great beer,4.6,0.704036258
172,Supplication,pours a beautiful slightly hazy deep reddish amber color with a 2 finger biscuit head aroma is dense with red whine and oak notes flavor is warm oak up front quickly turning to pinot noir notes a rich sweet malt behind it blended with the lightly sour notes is very well done feel is lightly soft with a moderate effervescence this is just stupendous perfectly balances in all regards,4.7,0.703988454
173,Supplication,served from a bottle into a flute at toronado bar in san francisco produced in 2018 a pours a deep brown color with ruby highlights and an off white head displaying moderate retention and solid lacing s tart with aromas of cherries pinot noir grapes and vanilla lacto clearly present t tangy with flavors following the aromas fairly closely earthier woodier with an old leather note m substantive mouthfeel full bodied with beautifully persistent effervescence o despite consuming this very early it presented very complex and mature flavor characteristics would love to be able to get this back home,4.74,0.703976707
174,Zombie Dust,12oz bottle 43019 bottle date appearance dark golden orange cloudy with a fluffy white foam head and decent lacing aroma dank super resinous and grassy with a touch of citrus rind taste moderate malt sweetness mostly caramel but also with a touch of cracker a sharp bitterness rises with onlya hint of citrus and resin mouthfeel medium bodied with carbonation on the light side finish dry and resinous in the tongue strong residual bitterness leads over malt building intensity after the swallow overall prototype for an original american pale aleipa the bitterness and malt character seem on the strong end for an apa definitely has a stronger malt base reflective of the traditional style as opposed to the newer evolution of the style clean and crisp with a nice dank and resinous hop character,4.08,0.703938387
175,Fundamental Observation,500ml bottle poured into sp wine stembatch 5 2019appearance black bodied beer with thick cap of medium brown headsmell vanilla bourbon and oak barrel are the robust aromas hint of mellow milk chocolatetaste ultra smooth and sweet vanilla quite authentic vanilla note leading the way next is the bourbon and its quite nice almost like a caramel forward bourbon dry oak compliments the bourbon very well dark chocolate and bakers cocoa add a nice moderately bitter flavor to balance the richness of this stout finish is dry oak barrel and seems to really balance out the sweetness and richness quite nicely this stout flavor profile is extremely well balanced and that part of what makes it so greatmouthfeel full bodied stout with low carbonation levels this mouthfeel lands somewhere between chewy and motor oil thick booze notes are noticeable and appropriate for abv levels but are still quite smoothoverall this reminds me alot of 2010 bcbs vanilla with approximately one year on the bottle the vanilla and bourbon are so perfectly balanced it is just not even funny this is my first bottle logic beer and it does not disappoint i have wanted to try this beer for a long time and it was well worth the wait,4.75,0.703935629
176,The Rusty Nail,half glass share 2018 from the bottlepours viscous crude oil black with a thin and creamy dark tan foam surprisingly it stays wellamazing aromas once the booze disippates cinnamon and licorice with noticeable over a deeply toasted bread and brown sugarflavor is even better the cinnamon and licorice once again noticeable but much more mild than expected complimenting rather than overpowering sweet booze and wood along with a deep roasty bitterness exceptionalthick full feel with a soft creamy carbonation again very roasty with a solid balancing bitterness alcohol is noticeable but very well controlledabsolutely one of the best tasting barrel aged stouts ive had perfect integration of adjuncts that enhance the flavorlooking forward to finding this again next year for a longer and more detailed review cheers,4.79,0.703873154
177,In Perpetuity,nothing but solid goodness from tree house citrus and tropical flavors are in balance nice hazy pour not very complex just straight down the middle solid and enjoyable,4.02,0.703804431
178,Double Citra®,canned 12218 drink by 3518 12 oza double dose of citra hops the pour brings forth a cloudy dirty golden color liquid with white and amber highlights a fresh all white foam covering lasts long bubbly froth continues full coverage with impressive lacinga very classic new england style dipa nosemega sweet tropical fruit sharp and peppery citrus galore sweet piney and spruce tip aromas with light grainy and honey sweet malted barleya bit tangy and earthy hints of vanilla way down deepthe flavor is seriously impressive thick layers of citra hop citrus fruit tangy herbs earthy tones sour apples oranges pineapple soft lush mouthfeel light and very clean body amazing drinkability you wanna just crush this can it doesnot list the abv  seems seriously well hidden like heady topper and green dc might have a slightly better earthy dry kick in the finish then both of those excellent ipas back to the mouthfeel and body texturevery impressive rolls royce style ridethe easyy laidback crushability is unreal concidering the overall complexity of flavor aroma and texture this one is special,4.76,0.703788492
179,Birth Of Tragedy,2016 batch hard to tell what month due to a smudge on the date stamp the honey is still a standout lending a natural sweetness and floral aroma as a counterpoint to the base porters roasted bitterness and drying out the finish the earthy nutty coffee is less obvious on the nose but still shows up on the palate alongside an obvious but not dominating bourbon and oak character from the barrel moderately full body with an exceptionally smooth mouthfeel,4.34,0.703750884
180,Flora,batch 6 poured from a 750ml bottle into a hill farmstead stemmed wine glasspours a slightly hazy orange body with a big frothy white head that leaves spotty lacing and a layer of retentionaromas are mesmerizing citrus and tart green apple funk and oak brett peppery saison yeast as it warms the aromas get more potent and inviting cant wait to try iton the tongue is a balanced delicate tartness citrus and dry tart fermented fruit delicious funk peppery yeast moderate oak presence on the follow through easy drinker crisp and delicate medium carbonation and light but flavorful bodya true showcase of how microflora can work to make a beer world class amazing,4.5,0.703602184
181,Bodhi,wonderful balance of malt and citrusy hops attractive on the eye with a golden color with white head that rescinds into nice lacing remarkable is the mouthfeel  super easy to drink and masking its dipa qualities citrusy on the nose and palate wonderful beer,4.86,0.703594501
182,Fourth Dementia - Bourbon Barrel-Aged,i need more of this in my life a well balanced beer that has the flavors and barrel character brilliantly blended together unbelievably smooth for the monster abv bottle was 2011 and time has been extremely kind to this beauty,4.67,0.70359291
183,Gueuze 100% Lambic,750ml bottle 11817 bottle date appearance clear golden color with a pillowy white head and decent lacing aroma strong funky brettanomyces character up front lead by hay and horse blanket a touch off grass then the acidity pops up in the background with apple cider vinegar notes taste starts with a light crackery malt sweetness before a bracing acidic tartness and bitterness lemon peel and light brett funk bready maltiness and brett notes emerge retronasally even some blue cheese mouthfeel fairly light bodied with a high carbonation finish dry and surprisingly bitter with a lingering acidic lemon tartness funky blue cheese is there retronasally overall an amazingly complex beer brettanomyces dominates the aroma and the flavor profile shows off the bracingly tart acidity a surprising amount of bitterness here and the lemon peel like acidic bitternesstartness counterbalances throughout very crisp,4.26,0.703440904
184,Kiwi Herman,l slightly hazy golden and dark peach hues with a frothy white head and minimal lacingretention s ripe strawberries with a mild funk t crisp and clean strawberry profile up front that is supported by a healthy dose of belgian yeast and finishes with a refreshing sour kiwi smoothness f medium to light bodied with ample carb o enjoyable and crisp tart fruited sour  alpine did an incredible job with this one likely perfect for a hot summer day but it does wonders on a cold winter evening as well,4.67,0.703246176
185,Marshmallow Handjee,vintage 2014 the beer has developed quite nicely and has evolved into almost a flavor profile that resembles a spirit absolutely stellarvintage 2017 true to its name the flavor is sweet like marshmallows thick mouthfeel overall a very well rounded beer,4.78,0.703064042
186,Juice Machine,canned 41219 about a week ago a pours a dull opaque medium orange with a finger of delicate fine fluffy white head  excellent retention and swaths of generous lacing s super aromatic the aroma hits you from a foot away  tangerine pink grapefruit pineapple and mild dried flowerst pillowy orange and mango light dried floral candied pineapple finishing with a firm mediumlight well integrated bitterness that provides some backbone  very mild sweetness  the hops taste a little bit greenraw at this point another week or so of time to mellow might be preferablem creamy pillowy medium body with light soft carbonation  incredible bodyo top tier ipa even among tree house ipas loads of flavor and a light pillowy body make this exceedingly drinkable,4.71,0.703047986
187,Bad Boy,from a growler fresh fresh fresh hop aromas are pretty floral and fruitforward plenty of biscuity grain detectable flavor is juicy citrus and melon fruits and some dank rosewater grassy on the back end seems like a hallmark of alpine mouthfeel is smooth with a distinctive tongue tickle way too drinkable for how strong it is right up there next to enjoy by and dinner,4.87,0.703009744
188,"Somewhere, Something Incredible Is Waiting To Be Known",beautiful looking beeraromas are a mellow roast hinting at earthy coffee flavors some creamyness and chocolate invoking a hershey bar on palate this is a deep complexity in the chocolate character some milky chocolate blending with slightly bitter bakers chocolate roasty coffee notes and mellow fruity acidity blending with a creamy vanilla flavors almost reaching marshmallow status some burnt malt notes earthy quality and hint of caramel while the flavors are rich and robust the mouthfeel ends up being a little light  medium minus and not overly chewy still a nice smoothness to it though keeping it very drinkable,4.57,0.702875834
189,Juicy,released nov 2016 so about 3 months ago tulip glassa pours light orange tinted gold very good clarity thin film of fine bright white head with excellent retentions heavy barnyard character fairly rich viennalike toast and slightly sweet malt and light citrus hops mild sauvignon blanclike wine and candied gooseberry which suggest nelson hopst moderate citrus fairly intense earthdirt with light astringency finishing with a bit of white wine but also moderate bitterness and more earth slightly mouthwatering but no tartness per se a little austere for my tastem mediumlight body and carbonation with slight creaminesso beautiful nose much of which seems to be the hops andor wine barrel the bitterness and aggressive brett combine to make this a bit too dry without sufficient presence for my taste,4.41,0.702862154
190,Saison Du Fermier,batch 4 poured into a tulip crisp and tart with a really nice soft mouthfeel and a bit of funkiness  i could drink this everyday looking forward to seeing how this one develops,4.63,0.702784763
191,Saison Bernice,as a new englander who has been to vermont several timesi cant help but make the comparison which i feel is apt to hill farmsteads lovely array of farmhouse alessimultaneously simple yet complex  bernice comes through across all four sensory components with high marks she pours slightly cloudy yellow liquid that sits beneath a cap of white foam light but lively effervescence brings the beer to lifearoma is citrus hay and light funk balanced harmony with each playing to the others strengths restrained but remarkable taste is citrus  apricot lemon and grapes  followed by a tart and funky kiss fruity and earthy yeastnotes throughouttart refreshing appropriately acidic and lightly funky delicious,4.39,0.702762349
192,4th Anniversary,this manages to reach the highest level of hop saturation without being harsh or boozy even at the high abv i liked this one best when it was first poured and still very cold absolutely no booze and just the softest most lush fruit smoothie with peach orange and mango predominating there is also like a big almost butterscotch sweetness and some herbaceous and slightly sharp green qualities coming out as it warms super interesting and well executed brew,4.62,0.702672223
193,Atrial Rubicite,092014  incredible raspberry and cherry aromas with some oaky yeast coming through tart acidic fruity flavorful body wee thin of a body but its superb overall,4.48,0.702618475
194,Double Dry Hopped Sleeper Street,pint canned on 71018 opened up on 71518the color seems to be that of the new england style ipa standard a milky golden with tints of white haze and orange juice opaque and thick creamy white dome settles down to thin coverage only a thin ring of bubbly foam remains with minimal lacing leftovera malty scented sweetness of raw honey and golden wheat pops out for me first bright citrus fruits pineapple and orange crush soda from the hops zesty grapefruit tangy sourgrassy earth in july tangerine and lemmon vanilla and cream topping the nose is simply an intense delight perhaps the most fruitysweet domininant hoppy nose ive ever had the pleasure of inhalinga ling lush thick and smooth texture to the body and mouthfeel is most impressive certainly fresh crisp with a zing but damn silky to boot the tangy earthy bitter side of tbe fruity hop flavor hits first with multiple layers of complexity sweet tropical fruits pine lemmon kick grapefruit pineapple and a serious assortment of malty backdrops like silky wheat pilsner malt lactose and dry herbal effects that come across slightly sweet in the end juicydrybittersweetjuicy and dry againcomplexity of hop and malty flavors is very high the balance is harmonious and the approach is light and easy even with the complexity the hops come across as seriously fresh green earthy and amazingly fruity el dorado double dryhopped is a beauti f u l thing,4.59,0.702553872
195,Mornin' Delight,2018 bottle opened jan 2019a very smooth coffee sweet molasses vanilla maple and mellow roasted malts very full and smooth but remains nicely balanced and not overboard perfecta opaque black with medium brown head that quickly falls to a nice ring around the glassf wonderful flavors of coffee maple molasses vanilla chocolate mild roast malt perfectly blended flavors that follow directly from the nose very smoothm full body with nice mediumlow carbonation fully coats the mouth and lingers in the pallet remaining chocolate coffee and maple syrup with a balanced finisho an excellent stout and one of the best i’ve had the smooth and creamy coffee maple and mocha flavors melt into a delicious stout highly recommend and i like some more please,4.73,0.702447827
196,Maple Bacon Coffee Porter,650ml bottle 2018 vintage poured into an oversized funky buddha snifter glass enjoyed on 112418 reviewed from tasting journeythe beer pours a jet black color thick and with a nice viscosity opaque with a loose khaki head that rises nicely with moderate retention and lacing the aroma is pleasant sweet and rich maple leaps out with chocolate and roasty coffee dark grains cream and a nice salinity emerges that evokes bacon the flavors are good really coffee forward with a nice roast moderate acidity but a good richness that plays nicely with toasted dark malts while the maple comes out behind the roasted quality toning down the beer and bringing out some cream flavors while a lingering saltiness washes the palate the mouthfeel is okay a thinner medium body that coats well lively and bubbly texture with a nice soft finishverdict a good adjunct porter from funky buddha the texture is a bit thin relative to the amount of flavor packed into this beer while causes there to be a bit of balance issue in terms of the actual flavors involved the maple and bacon are great nuances to what is a very coffee forward beer,4.01,0.702440877
197,Beyond Good And Evil,2014 batch enjoyed in 2017 and it was still amazing huge oaky bourbon aroma maple still strong fairly nice mouthfeel and plenty of sweetness absolutely delicious sweet stout,4.91,0.702433451
198,Cable Car,poured from the bottle at toronado in san diego on 52616 2009 releaseappears a vibrant hazy orange aroma is complex with layers of peach apricot pear white grape lemon lime definitely fruit forward tinged with woodsy barrel notes flavor is highly complex  this has aged super well again there is a melange of stone fruit flavors balanced with tartness and funk and just the right amount of acidity very drinkable yet at the same time its totally a sipping beer due to the multiple layers of flavor smooth and zippy with a pleasing fine carbonation fully intactif forced to choose i would pick this over ddg,5,0.702385602
199,The Broken Truck,batch 2 is a delicious beer with just the right amount of sour funk and barrel presence pillowy and light but with a nice full mouthfeel very balanced with complex flavors that keep coming for minutes after you swallow worthy of the hype,4.6,0.702373425
200,Maman,maman 2018pours a truly oily coal black color with a fluffy beige head receeding to a smaller ring of lacingsmells of profound bitter chocolate bakers chocolate campfire and a gentle yet profound bourbon aroma relatively straight forward on the nose yet equally intriguing as for its complex bourbon and chocolate interplaydrinks surprisingly easy thick with a fuller body its booze being perfectly soaked up by the luscious chocolate flavor profile this features almost a flat level of carbonation while the beer‘s mouthfeel is that that thick that it benefits tremendously from the lack of potentially mineralic effervescence highlighting its multi layered chocolate decadencetastes of rich milk chocolate soothed by layers of whipped cream and oaky slighty warming bourbon barrel warms up even more with a rustic barrel presence soothed by the incredibly smooth and silk mouthfeel accompanied by bitter chocolate and slightly spicy licorice finishes a little sweeter reminiscend of a rock sugar cocoa blend tied together by tobacco and even more whipped cream more licorice and a little bit of charred malts topped off by a long lasting spicy bourbon aftertastethis is astonishtingly complex while the beers drinks incredibly easy at the same time also this offers the most incredible mouthfeel smooth and soft caressing the tongue in the most pleasant way while handling the 13 abv playfully on the one hand this is a pretty straight forward chocolate imperial stout on the other hand this opens up the palate to a plethora of finely nuanced flavors resulting in a truly complex tasting beer what a treat this is a clear winner due to its emphasized world class mouthfeel allowing the flavors to shine like in no other beer,5,0.702136605
201,Moment Of Clarity,this one pours a fairly dark black color with a small head and not much lacingthis has a moderate dark grade maple aroma to it with some light creamy coffee vanilla and smokey roastthe maple character is not overdone here  its there but doesnt add an overwhelming sweetness at all which is nice theres a moderate level of roasty and vanillay coffee character with a healthy roast on the back end to balance any extra sweetness its a fudgy stout backbone toothis is medium bodied and very drinkable with a nice creamy candied finish to itthis is a cute little maple stout  it works fairly well for me,4.26,0.702135034
202,Schaerbeekse Kriek,sampled from a 750ml bottle with a bottle date of 12232011 and a best by date of 12232021 thanks ssteina  a brilliant red with a hazy finish and a healthy white heads  wonderful cherry with both sweet and sour notes and incredible richness fantastict  wonderful sour  tart bite but not overwhelming wonderful cherry flavors that mix right in and hold their ownm  a moderately thick consistency with a moderately low carbonation just righto  outstanding,4.48,0.702132596
203,Hopslam Ale,picked up only one can because of the price but will definitely get more impressivepours a very clear light amber with a medium head that lingers for a long time smell light sweet hoppy dried fruit taste stronger than smell good balance of sweet and bitter bitterness lingers on the palate but with rich flavor notes are honey dried fruit pear floral mild pine and a touch earthy at 10 the alcohol is very noticeable the honey adds a nice balance of sweetness that is not overbearing mouthfeel is incredibly smooth and fullbodiedvery nice iipa definitely worth looking for price tag is high so good for special occasions,4.38,0.701834675
204,Montmorency Vs Balaton,not impressed with this given the hype nice cherry flavor but not too intense mildly tart a little barrel its well balanced with no off flavors but nothing jumps out,4,0.701691415
205,Fou' Foune,first fresh foune 2017 beautiful fruit lambic with standard cantillon mineral undertones soft acidity and tartness thick ripe appricot definitely get the “yoghurtiness” others have described would still be interested to stick a few years on it to see how the fruit charecter develops,4.54,0.701690823
206,It Was All A Dream,incredibly sweet a straight up dessert beer for sure it had delicious intense coconut dominating the overall flavor profile mouthfeel was excellent no complains at all only good in small quantities though due to the cloying sweetness,4.45,0.701629894
207,Aurelian Lure,had this alongside an oso arbre qui donne which just as personal preference i liked slightly better hazy orangeyellow color with very little head aroma was very funky with the apricot complementing nicely the taste was tart and crisp with the best way i can describe it as funky fresh the apricots were there but the funky and tart slightly puckering mouthfeel that finished not as dry as expected are what make the beer special,4.34,0.7015278
208,Double Dry Hopped Double Mosaic Dream,mosaic shines incredibly well all over the ale namely the aromas the hops work well with lactose on the palate plus some peach supporting it nicely in back thick mouthfeel with juicy peach qualities lingering,4.5,0.701486749
209,Trappistes Rochefort 10,pours mahogany has a very fine head great lacing is very potent very powerful notes of chocolate raisin fig vanilla malt dark fruit rich smooth multidimensional in flavor complex in the belgian quad manner mouthfeel never goes anything but smooth and rich but demands to be savored slowly the best of abbey ale flavor and complex notes sad when you drink your last one never dull always remembered fondly 5 all the way no other rating will do for this style a reference in belgian trappist ales,5,0.701443655
210,Oude Geuze Golden Blend,look golden yellow with a light carbonated 1 inch head smell big funk lemon and citrus notes throughout taste citrus fruits floral and nice funky sourness feel insanely light and aromatic crisp and good balanced carbination overall a real pleasure to drink,4.46,0.701323716
211,Oude Geuze Golden Blend,2014 vintage poured from a 375 pours a golden hue with ample carbonation considerably more complex than the typical geuze  crisp apple and funk would age very nicely,4.59,0.701254261
212,Abrasive Ale,poured from a pint can into a tulipthe aroma is darker than apricot lighter than copper or amber a dark golden hazy masterpiece a decent onefinger head gives way to a persistent skein of froth and faint lacingaromas of mango pineapple peachnectarine apricot white plum white grape berry and lemonlemongrass with hints of white pepper and clear alcohol just a touch of pineresin the brew has a nice complex aroma but it is somewhat subdued in other wordsgood but it would be nice to have more of itthe aromas were skewed more sweet the flavors are decidedly more bitter but not unpleasantly so very well balanced actually plenty of malt backbone greets the tip of the tongue with peach mango grapefruit and pineapple all present the midpalate is greeted with more malty sweetness balanced with grainybiscuity goodness before transitioning to piney and dank hop notes the finish features a return of white peppery goodness and a touch a booze the abv is very well hiddenthe brew is medium bodied with excellent carbonation and never gets sticky as brews of this abv can sometimes be this one almost gets to crisp level in its finishthis is an excellent american dipa wellbalanced in every way,4.44,0.701193401
213,Juicy,2016 bottle batch 3 into hill farmstead flute bottlelight amber in color with a good bit of foam head upon an aggressive pour wonderful floral aromas and taste fruity flavor brett is present but not offensive not overly tart or overly acidic very balanced saison that is pleasant and easy to drink one of the best ive had,4.6,0.701162421
214,Atrial Rubicite,i seem to find that many vaunted sours do not meet the hype atrial rubicite not only meets the hype it exceeds it juicy great depth of fruit flavors beautiful barrel character with a crisp and smooth mouthfeel to finish carbonation level was spot on so thankful i was able to try this masterpiece,4.75,0.701077275
215,Montmorency Vs Balaton,batch 3 poured into a taster tart cherries well balanced with a natural cherrypie sweetness and a bit of spice and oak very well integrated and cleanhighly recommended,4.67,0.701059235
216,Schaerbeekse Kriek,from a 750 ml bottle to a tulipaa normal pour produces very little head just a thin pink cap that fades quickly to a collar the beer is raspberry in color and slightly cloudy nothing spectacular to look at but it suits the stylesthe aroma on this older 2011 bottle is subdued compared to some lambics but i still smell a good bit of sour cherry other scents include champagne cider vinegar and a light dose of earthy barnyard funk acidity is moderate to low for the styletthe taste is flush with clean acidity as well as some mostlydry oaky funk and more of that lovely sweetsour cherry taste it is very balanced and impresses with its focus rather than outright sourness or fruit flavorsmthe feel is slightly heavier than some lambic style beers with an assertive but smooth carbonation that really compliments the flavor perhaps the best feeling lambic i have ever hadowhat a great beer it sounds stupid but the smell and flavor are so simple and clean that the beer almost becomes more complex as i try to locate all the little subtle aromas and nuances that make this beer taste so good unlike some true belgian lambics i found this beer to be approachable as well ie not hugely sour or funky or hard to appreciate the mouthfeel is also nearly perfect for the style,4.56,0.70081968
217,4th Anniversary,outstanding citrus and a particularly attractive pour lots of mango and pineapple to the noise and smell mouthfeel is particularly chewy surprisingly in an ipa thick very rich fantastic my favorite other half beer so far,4.74,0.700742769
218,King Julius,review 800another incredible nestyle ipa from the alwaysamazing tree house if this one was disappointing at all it’s only because it didn’t seem so extraordinary as to be one of the top 3 ne ipas ever as rated on ba  but this was still an amazing brew nonetheless maybe i waited a little too long with this one  canned date 72919 but i had wanted to wait to make this review 800 looks wonderful pours a nice hazy orangepale yellow color with some nice fluffy white head and glorious thick wide rings of lingering lacing that stayed throughout smells of very ripe fruit with food hoppiness  pineapple guava tangerine mango melon grapefruit and passionfruit some nice aromas of malt creamy vanilla bread and then some more faint floral and dank notes in the background taste follows the nose extremely well balanced and with good depth and complexity again a little dankness towards the finish especially as the beer warmed very well hidden higher abv smooth luscious slightly sticky fairly soft mouthfeel that coated the palate and was very juicy and easy to enjoy good amount of carbonation i thoroughly enjoyed this one just wish it could have had a little more power behind the bitter hops in order to tip the scales versus the solid malt backbone,4.5,0.700682693
219,Oude Geuze Vintage,ogv 12 375ml on 172207pours a clouded amber color with a small soon disappearing head which is unusual for 3fs geuze which normally stays coated by a fluffy lacing the whole timesmells of oak sweeter blue cheese stale malts earthen mushrooms and a wet cellar quality the typical 3f funk settles also in together with a nice lemon zest sourness softer than on their regular geuze leans heavily on the oaken barrel with an intriguing sweet and sour interplay on tophas a soft mouthfeel with a pleasant complexity to it amped up by an effervescent finish holding the sourness in balancetastes aqueous almost flat with some wood bark and muted toffee malts turns more wooden during midpalate with an uncompromising lemon tartness during the finish the beer ends utmost dry with a lingering lemon zest tartness revealing mushrooms mold and cream cheeseactually this appears less balanced than the regular geuze especially next to ag the ogv is just not as complex its late sourness is almost too much to take overpowering everything else with just a crisp lemon appearance cutting noteably through,3.67,0.700665708
220,Oude Geuze Cuvée Armand & Gaston,strong head production with over two fingers of fluffy gorgeous snow white head from a moderate pour retention is good leaving no lacing behind almost a milky haze to the burnished gold body light straw color in the sun some liveliness as well but its not a sparkling bodysour and funky nose along with waves of oak honey and wildflowers that occasionally waft over from feet away vinegar hay flowers honey oak must very light skunk grass apple its a complex melange of potent aromas that is really difficult to describe like the wind blowing through the trees and carrying with it all of the notes of the forest mixed togethertart and mildly fizzy on the palate with a sourness that comes across almost neutral and a touch vinegary the sourness yields to robust oaky tones but as the finish quickly sets in with tones of apple pear and cider the sour clings to the gums similarly musty and very slightly skunky on the palate with tones of earth leather tannins and mushroomsthe flavor ends with a light dancing quality but up front its more of a soft playful punch gentle but with a surprising firmness very lively fairly dry and overall a very short sip on the palate yet with lingering sour and funk on the tongue and gums one can very quickly be ready for the next sip or just as easily savor the lasting funkoverall one of the more difficult beers to rate and review i have encountered in ages in terms of flavor it is so complex and well blended that it truly is tough to describe and yet the overall presentation is nearly flawless i quibble a touch with the mouthfeel although its by no means poor rather it is perhaps the only part of this entire experience that i find less that world class primarily due to the fizz up front that makes savoring the entire sip difficult instead of focusing on the back half and aftertaste which is about all that it allows that lingering finish is truly the feels saving grace along with the dry character and lingering funk and sournesswithout question a superb expression of brewers art fully deserving of its high ratings and worthy of carrying the burden of drie fonteinens lofty reputation,4.51,0.700513324
